School ID,School Name,Network, Total ,WhiteNo,WhitePct,African AmericanNo,African AmericanPct,Asian/ Pacific Islander (Retired)No,Asian/ Pacific Islander (Retired)Pct,"Native American/AlaskanNo","Native American/AlaskanPct",HispanicNo,HispanicPct,Mulit-RacialNo,Mulit-RacialPct,AsianNo,AsianPct,"Hawaiian/Pacific IslanderNo","Hawaiian/Pacific IslanderPct","Not AvailableNo","Not AvailablePct"
610268,Arthur R Ashe Elementary School,Network 12, 322 ,0,0.0,316,98.1,0,0.0,0,0.0,6,1.9,0,0.0,0,0.0,0,0.0,0,0.0
609786,Avalon Park Elementary School,Network 12, 296 ,2,0.7,292,98.6,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,1,0.3,0,0.0
610323,Bowen High School,Network 12, 297 ,2,0.7,232,78.1,0,0.0,0,0.0,62,20.9,1,0.3,0,0.0,0,0.0,0,0.0
609827,Burnside Elementary Scholastic Academy,Network 12, 464 ,0,0.0,456,98.3,0,0.0,0,0.0,8,1.7,0,0.0,0,0.0,0,0.0,0,0.0
609833,Charles P Caldwell Academy of Math & Science ES,Network 12, 268 ,1,0.4,265,98.9,0,0.0,0,0.0,1,0.4,1,0.4,0,0.0,0,0.0,0,0.0
609813,Charles S Brownell Elementary School,Network 12, 216 ,1,0.5,211,97.7,0,0.0,0,0.0,3,1.4,1,0.5,0,0.0,0,0.0,0,0.0
609674,Chicago Vocational Career Academy High School,Network 12, 880 ,1,0.1,852,96.8,0,0.0,4,0.5,19,2.2,3,0.3,0,0.0,0,0.0,1,0.1
609815,Edward A Bouchet Math & Science Academy ES,Network 12, 612 ,0,0.0,601,98.2,0,0.0,3,0.5,5,0.8,2,0.3,1,0.2,0,0.0,0,0.0
609862,Edward Coles Elementary Language Academy,Network 12, 434 ,0,0.0,426,98.2,0,0.0,1,0.2,5,1.2,1,0.2,1,0.2,0,0.0,0,0.0
609712,Emil G Hirsch Metropolitan High School,Network 12, 137 ,0,0.0,135,98.5,0,0.0,1,0.7,1,0.7,0,0.0,0,0.0,0,0.0,0,0.0
610124,Harold Washington Elementary School,Network 12, 315 ,0,0.0,314,99.7,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0
610279,Henry O Tanner Elementary School,Network 12, 345 ,1,0.3,334,96.8,0,0.0,1,0.3,7,2.0,1,0.3,0,0.0,0,0.0,1,0.3
610052,Horace Mann Elementary School,Network 12, 350 ,1,0.3,342,97.7,0,0.0,0,0.0,6,1.7,1,0.3,0,0.0,0,0.0,0,0.0
610066,James E McDade Elementary Classical School,Network 12, 195 ,4,2.1,174,89.2,0,0.0,0,0.0,2,1.0,9,4.6,6,3.1,0,0.0,0,0.0
610047,James Madison Elementary School,Network 12, 244 ,1,0.4,236,96.7,0,0.0,0,0.0,7,2.9,0,0.0,0,0.0,0,0.0,0,0.0
610200,James N Thorp Elementary School,Network 12, 325 ,5,1.5,251,77.2,0,0.0,1,0.3,66,20.3,2,0.6,0,0.0,0,0.0,0,0.0
610093,Jane A Neil Elementary School,Network 12, 264 ,1,0.4,261,98.9,0,0.0,0,0.0,2,0.8,0,0.0,0,0.0,0,0.0,0,0.0
609710,John M Harlan Community Academy High School,Network 12, 386 ,1,0.3,382,99.0,0,0.0,1,0.3,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0
610130,John T Pirie Fine Arts & Academic Center ES,Network 12, 261 ,1,0.4,255,97.7,0,0.0,0,0.0,2,0.8,3,1.2,0,0.0,0,0.0,0,0.0
610218,Joseph Warren Elementary School,Network 12, 236 ,0,0.0,233,98.7,0,0.0,0,0.0,2,0.8,0,0.0,0,0.0,1,0.4,0,0.0
610152,Martha Ruggles Elementary School,Network 12, 415 ,0,0.0,408,98.3,0,0.0,0,0.0,5,1.2,0,0.0,1,0.2,1,0.2,0,0.0
609961,Ninos Heroes Elementary Academic Center,Network 12, 372 ,2,0.5,317,85.2,0,0.0,1,0.3,51,13.7,1,0.3,0,0.0,0,0.0,0,0.0
610115,Park Manor Elementary School,Network 12, 294 ,0,0.0,288,98.0,0,0.0,1,0.3,3,1.0,1,0.3,1,0.3,0,0.0,0,0.0
610116,Parkside Elementary Community Academy,Network 12, 240 ,1,0.4,234,97.5,0,0.0,0,0.0,3,1.3,2,0.8,0,0.0,0,0.0,0,0.0
610146,Paul Revere Elementary School,Network 12, 241 ,0,0.0,238,98.8,0,0.0,0,0.0,2,0.8,1,0.4,0,0.0,0,0.0,0,0.0
610350,Robert A Black Magnet Elementary School,Network 12, 439 ,1,0.2,432,98.4,0,0.0,0,0.0,6,1.4,0,0.0,0,0.0,0,0.0,0,0.0
610530,South Shore Fine Arts Academy,Network 12, 396 ,0,0.0,375,94.7,0,0.0,1,0.3,15,3.8,5,1.3,0,0.0,0,0.0,0,0.0
610547,South Shore Intl College Prep High School,Network 12, 649 ,0,0.0,622,95.8,0,0.0,0,0.0,18,2.8,8,1.2,1,0.2,0,0.0,0,0.0
610178,Theophilus Schmid Elementary School,Network 12, 191 ,0,0.0,187,97.9,0,0.0,1,0.5,3,1.6,0,0.0,0,0.0,0,0.0,0,0.0
610002,Thomas Hoyne Elementary School,Network 12, 253 ,0,0.0,245,96.8,0,0.0,0,0.0,7,2.8,1,0.4,0,0.0,0,0.0,0,0.0
610193,William K New Sullivan Elementary School,Network 12, 512 ,7,1.4,380,74.2,0,0.0,0,0.0,123,24.0,2,0.4,0,0.0,0,0.0,0,0.0
609808,Alex Haley Elementary Academy,Network 13, 541 ,2,0.4,534,98.7,0,0.0,0,0.0,5,0.9,0,0.0,0,0.0,0,0.0,0,0.0
609705,Christian Fenger Academy High School,Network 13, 251 ,0,0.0,245,97.6,0,0.0,0,0.0,3,1.2,2,0.8,0,0.0,1,0.4,0,0.0
610004,Countee Cullen Elementary School,Network 13, 186 ,0,0.0,180,96.8,0,0.0,1,0.5,2,1.1,3,1.6,0,0.0,0,0.0,0,0.0
610198,Douglas Taylor Elementary School,Network 13, 444 ,14,3.2,40,9.0,0,0.0,2,0.5,386,86.9,2,0.5,0,0.0,0,0.0,0,0.0
610188,Dunne Technology Academy,Network 13, 258 ,0,0.0,255,98.8,0,0.0,0,0.0,1,0.4,0,0.0,0,0.0,0,0.0,2,0.8
610132,Edgar Allan Poe Elementary Classical School,Network 13, 208 ,5,2.4,185,88.9,0,0.0,0,0.0,11,5.3,3,1.4,3,1.4,1,0.5,0,0.0
610315,Edward White Elementary Career Academy,Network 13, 162 ,0,0.0,160,98.8,0,0.0,0,0.0,2,1.2,0,0.0,0,0.0,0,0.0,0,0.0
609917,Fernwood Elementary School,Network 13, 301 ,0,0.0,299,99.3,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,1,0.3,0,0.0
609800,Frank I Bennett Elementary School,Network 13, 308 ,1,0.3,302,98.1,0,0.0,0,0.0,1,0.3,4,1.3,0,0.0,0,0.0,0,0.0
609761,George H Corliss High School,Network 13, 310 ,0,0.0,305,98.4,0,0.0,1,0.3,4,1.3,0,0.0,0,0.0,0,0.0,0,0.0
610139,George M Pullman Elementary School,Network 13, 390 ,3,0.8,317,81.3,0,0.0,0,0.0,67,17.2,3,0.8,0,0.0,0,0.0,0,0.0
609845,George Washington Carver Primary School,Network 13, 493 ,1,0.2,484,98.2,0,0.0,0,0.0,7,1.4,1,0.2,0,0.0,0,0.0,0,0.0
610219,George Washington Elementary School,Network 13, 873 ,59,6.8,9,1.0,0,0.0,2,0.2,795,91.1,4,0.5,4,0.5,0,0.0,0,0.0
609739,George Washington High School,Network 13," 1,436 ",78,5.4,77,5.4,0,0.0,13,0.9,1259,87.7,5,0.4,3,0.2,1,0.1,0,0.0
609726,Gwendolyn Brooks College Preparatory Academy HS,Network 13, 961 ,7,0.7,765,79.6,0,0.0,2,0.2,176,18.3,7,0.7,1,0.1,2,0.2,1,0.1
609856,Henry Clay Elementary School,Network 13, 618 ,54,8.7,72,11.7,0,0.0,6,1.0,471,76.2,13,2.1,1,0.2,0,0.0,1,0.2
609848,Ira F Aldridge Elementary School,Network 13, 199 ,0,0.0,193,97.0,0,0.0,0,0.0,5,2.5,1,0.5,0,0.0,0,0.0,0,0.0
609943,Jesse Owens Elementary Community Academy,Network 13, 397 ,0,0.0,384,96.7,0,0.0,0,0.0,10,2.5,1,0.3,0,0.0,2,0.5,0,0.0
610176,John D Shoop Math-Science Technical Academy ES,Network 13, 430 ,1,0.2,409,95.1,0,0.0,4,0.9,14,3.3,2,0.5,0,0.0,0,0.0,0,0.0
610054,John L Marsh Elementary School,Network 13, 751 ,5,0.7,53,7.1,0,0.0,0,0.0,690,91.9,0,0.0,1,0.1,2,0.3,0,0.0
610225,John Whistler Elementary School,Network 13, 344 ,2,0.6,338,98.3,0,0.0,0,0.0,4,1.2,0,0.0,0,0.0,0,0.0,0,0.0
610199,Johnnie Colemon Elementary Academy,Network 13, 251 ,0,0.0,232,92.4,0,0.0,0,0.0,17,6.8,0,0.0,2,0.8,0,0.0,0,0.0
610368,Langston Hughes Elementary School,Network 13, 470 ,1,0.2,450,95.7,0,0.0,0,0.0,16,3.4,3,0.6,0,0.0,0,0.0,0,0.0
610128,Marcus Moziah Garvey Elementary School,Network 13, 250 ,0,0.0,247,98.8,0,0.0,0,0.0,2,0.8,1,0.4,0,0.0,0,0.0,0,0.0
609935,Matthew Gallistel Elementary Language Academy,Network 13, 793 ,11,1.4,23,2.9,0,0.0,1,0.1,757,95.5,1,0.1,0,0.0,0,0.0,0,0.0
610208,Mildred I Lavizzo Elementary School,Network 13, 357 ,0,0.0,349,97.8,0,0.0,1,0.3,7,2.0,0,0.0,0,0.0,0,0.0,0,0.0
610086,Mount Vernon Elementary School,Network 13, 232 ,0,0.0,230,99.1,0,0.0,0,0.0,1,0.4,1,0.4,0,0.0,0,0.0,0,0.0
609811,Orville T Bright Elementary School,Network 13, 282 ,4,1.4,193,68.4,0,0.0,0,0.0,84,29.8,1,0.4,0,0.0,0,0.0,0,0.0
609762,Percy L Julian High School,Network 13, 516 ,0,0.0,510,98.8,0,0.0,0,0.0,5,1.0,1,0.2,0,0.0,0,0.0,0,0.0
609902,Ralph H Metcalfe Elementary Community Academy,Network 13, 387 ,0,0.0,376,97.2,0,0.0,0,0.0,11,2.8,0,0.0,0,0.0,0,0.0,0,0.0
610091,Ronald Brown Elementary Community Academy,Network 13, 321 ,0,0.0,320,99.7,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
610586,Southeast Area Elementary School,Network 13, 518 ,8,1.5,11,2.1,0,0.0,3,0.6,496,95.8,0,0.0,0,0.0,0,0.0,0,0.0
610295,Thomas J Higgins Elementary Community Academy,Network 13, 268 ,0,0.0,260,97.0,0,0.0,1,0.4,6,2.2,1,0.4,0,0.0,0,0.0,0,0.0
609978,Wendell Smith Elementary School,Network 13, 360 ,0,0.0,359,99.7,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0
610364,William E B Dubois Elementary School,Network 13, 235 ,2,0.9,227,96.6,0,0.0,1,0.4,2,0.9,3,1.3,0,0.0,0,0.0,0,0.0
610339,Amos Alonzo Stagg Elementary School,AUSL, 416 ,0,0.0,405,97.4,0,0.0,0,0.0,9,2.2,1,0.2,1,0.2,0,0.0,0,0.0
610106,Brian Piccolo Elementary Specialty School,AUSL, 598 ,3,0.5,294,49.2,0,0.0,1,0.2,296,49.5,4,0.7,0,0.0,0,0.0,0,0.0
609883,Charles S Deneen Elementary School,AUSL, 524 ,5,1.0,503,96.0,0,0.0,0,0.0,11,2.1,0,0.0,1,0.2,0,0.0,4,0.8
610248,Chicago Academy Elementary School,AUSL, 602 ,136,22.6,16,2.7,0,0.0,1,0.2,418,69.4,4,0.7,24,4.0,3,0.5,0,0.0
610340,Chicago Academy High School,AUSL, 542 ,107,19.7,65,12.0,0,0.0,2,0.4,334,61.6,5,0.9,28,5.2,1,0.2,0,0.0
610499,Collins Academy High School,AUSL, 260 ,0,0.0,255,98.1,0,0.0,0,0.0,4,1.5,0,0.0,0,0.0,1,0.4,0,0.0
609885,Dewey Elementary Academy of Fine Arts,AUSL, 420 ,1,0.2,387,92.1,0,0.0,0,0.0,30,7.1,1,0.2,0,0.0,1,0.2,0,0.0
610254,Dvorak Technology Academy,AUSL, 383 ,1,0.3,377,98.4,0,0.0,0,0.0,3,0.8,1,0.3,0,0.0,0,0.0,1,0.3
610543,Eric Solorio Academy High School,AUSL," 1,190 ",9,0.8,56,4.7,0,0.0,4,0.3,1116,93.8,4,0.3,0,0.0,0,0.0,1,0.1
609900,George W Curtis Elementary School,AUSL, 520 ,1,0.2,490,94.2,0,0.0,1,0.2,24,4.6,3,0.6,0,0.0,0,0.0,1,0.2
610103,Isabelle C O'Keeffe Elementary School,AUSL, 662 ,3,0.5,634,95.8,0,0.0,2,0.3,13,2.0,9,1.4,0,0.0,1,0.2,0,0.0
610274,James Weldon Johnson Elementary School,AUSL, 428 ,2,0.5,411,96.0,0,0.0,1,0.2,12,2.8,2,0.5,0,0.0,0,0.0,0,0.0
610263,John Foster Dulles Elementary School,AUSL, 660 ,2,0.3,640,97.0,0,0.0,0,0.0,13,2.0,4,0.6,0,0.0,1,0.2,0,0.0
609971,John Harvard Elementary School of Excellence,AUSL, 392 ,1,0.3,387,98.7,0,0.0,0,0.0,3,0.8,1,0.3,0,0.0,0,0.0,0,0.0
610000,Julia Ward Howe Elementary School of Excellence,AUSL, 481 ,0,0.0,465,96.7,0,0.0,0,0.0,15,3.1,1,0.2,0,0.0,0,0.0,0,0.0
610036,Leslie Lewis Elementary School,AUSL, 486 ,3,0.6,343,70.6,0,0.0,0,0.0,133,27.4,3,0.6,2,0.4,1,0.2,1,0.2
610053,Marquette Elementary School,AUSL," 1,171 ",10,0.9,415,35.4,0,0.0,3,0.3,739,63.1,4,0.3,0,0.0,0,0.0,0,0.0
609928,Melville W Fuller Elementary School,AUSL, 375 ,0,0.0,369,98.4,0,0.0,0,0.0,4,1.1,1,0.3,0,0.0,0,0.0,1,0.3
610257,Morton School of Excellence,AUSL, 310 ,0,0.0,283,91.3,0,0.0,0,0.0,26,8.4,1,0.3,0,0.0,0,0.0,0,0.0
609806,Myra Bradwell Communications Arts & Sciences ES,AUSL, 489 ,2,0.4,481,98.4,0,0.0,0,0.0,4,0.8,2,0.4,0,0.0,0,0.0,0,0.0
610231,National Teachers Elementary Academy,AUSL, 723 ,53,7.3,566,78.3,0,0.0,4,0.6,49,6.8,17,2.4,31,4.3,3,0.4,0,0.0
610389,Orr Academy High School,AUSL, 277 ,1,0.4,231,83.4,0,0.0,0,0.0,45,16.2,0,0.0,0,0.0,0,0.0,0,0.0
610021,Pablo Casals Elementary School,AUSL, 437 ,2,0.5,199,45.5,0,0.0,0,0.0,234,53.5,2,0.5,0,0.0,0,0.0,0,0.0
610282,Ronald E McNair Elementary School,AUSL, 399 ,1,0.3,327,82.0,0,0.0,1,0.3,64,16.0,5,1.3,1,0.3,0,0.0,0,0.0
610396,Tarkington School of Excellence ES,AUSL, 997 ,5,0.5,202,20.3,0,0.0,4,0.4,783,78.5,0,0.0,1,0.1,2,0.2,0,0.0
609991,Theodore Herzl Elementary School,AUSL, 589 ,2,0.3,572,97.1,0,0.0,0,0.0,12,2.0,2,0.3,0,0.0,1,0.2,0,0.0
609851,Thomas Chalmers Specialty Elementary School,AUSL, 377 ,0,0.0,355,94.2,0,0.0,1,0.3,16,4.2,3,0.8,0,0.0,1,0.3,1,0.3
609955,Walter Q Gresham Elementary School,AUSL, 325 ,0,0.0,318,97.8,0,0.0,0,0.0,4,1.2,3,0.9,0,0.0,0,0.0,0,0.0
609727,Wendell Phillips Academy High School,AUSL, 634 ,1,0.2,622,98.1,0,0.0,0,0.0,8,1.3,0,0.0,0,0.0,1,0.2,2,0.3
610172,William T Sherman Elementary School,AUSL, 257 ,0,0.0,235,91.4,0,0.0,0,0.0,22,8.6,0,0.0,0,0.0,0,0.0,0,0.0
609844,William W Carter Elementary School,AUSL, 433 ,0,0.0,427,98.6,0,0.0,0,0.0,6,1.4,0,0.0,0,0.0,0,0.0,0,0.0
610342,Albert R Sabin Elementary Magnet School,ISP, 585 ,13,2.2,136,23.2,0,0.0,2,0.3,423,72.3,4,0.7,6,1.0,1,0.2,0,0.0
610098,Alfred Nobel Elementary School,ISP, 775 ,11,1.4,92,11.9,0,0.0,4,0.5,667,86.1,1,0.1,0,0.0,0,0.0,0,0.0
609837,Andrew Carnegie Elementary School,ISP, 635 ,2,0.3,621,97.8,0,0.0,0,0.0,9,1.4,1,0.2,1,0.2,1,0.2,0,0.0
609951,Ariel Elementary Community Academy,ISP, 523 ,1,0.2,514,98.3,0,0.0,0,0.0,6,1.1,2,0.4,0,0.0,0,0.0,0,0.0
609820,Augustus H Burley Elementary School,ISP, 533 ,328,61.5,16,3.0,0,0.0,1,0.2,112,21.0,34,6.4,42,7.9,0,0.0,0,0.0
610563,Back of the Yards IB HS,ISP," 1,061 ",15,1.4,33,3.1,0,0.0,2,0.2,954,89.9,0,0.0,56,5.3,1,0.1,0,0.0
609764,Benito Juarez Community Academy High School,ISP," 1,734 ",12,0.7,58,3.3,0,0.0,6,0.3,1639,94.5,3,0.2,5,0.3,0,0.0,11,0.6
610076,Bernhard Moos Elementary School,ISP, 465 ,14,3.0,63,13.5,0,0.0,0,0.0,380,81.7,5,1.1,3,0.6,0,0.0,0,0.0
609821,Burnham Elementary Inclusive Academy,ISP, 522 ,2,0.4,501,96.0,0,0.0,0,0.0,16,3.1,1,0.2,1,0.2,1,0.2,0,0.0
610039,Carl von Linne Elementary School,ISP, 665 ,53,8.0,13,2.0,0,0.0,5,0.8,571,85.9,6,0.9,11,1.7,6,0.9,0,0.0
610148,Cesar E Chavez Multicultural Academic Center ES,ISP, 966 ,7,0.7,25,2.6,0,0.0,5,0.5,929,96.2,0,0.0,0,0.0,0,0.0,0,0.0
610366,Charles H Wacker Elementary School,ISP, 298 ,0,0.0,295,99.0,0,0.0,0,0.0,1,0.3,1,0.3,1,0.3,0,0.0,0,0.0
609875,Charles R Darwin Elementary School,ISP, 518 ,31,6.0,36,6.9,0,0.0,2,0.4,438,84.6,5,1.0,5,1.0,1,0.2,0,0.0
609753,Chicago High School for Agricultural Sciences,ISP, 718 ,267,37.2,297,41.4,0,0.0,7,1.0,130,18.1,13,1.8,2,0.3,2,0.3,0,0.0
609899,Christian Ebinger Elementary School,ISP, 832 ,673,80.9,10,1.2,0,0.0,2,0.2,112,13.5,14,1.7,20,2.4,1,0.1,0,0.0
609863,Christopher Columbus Elementary School,ISP, 284 ,193,68.0,18,6.3,0,0.0,0,0.0,63,22.2,6,2.1,4,1.4,0,0.0,0,0.0
610402,DeVry University Advantage Academy HS,ISP, 193 ,18,9.3,65,33.7,0,0.0,2,1.0,89,46.1,5,2.6,14,7.3,0,0.0,0,0.0
610533,Dr Jorge Prieto Math and Science,ISP, 999 ,5,0.5,27,2.7,0,0.0,2,0.2,961,96.2,1,0.1,1,0.1,2,0.2,0,0.0
610073,Ellen Mitchell Elementary School,ISP, 400 ,145,36.3,49,12.3,0,0.0,1,0.3,192,48.0,7,1.8,6,1.5,0,0.0,0,0.0
609973,Emiliano Zapata Elementary Academy,ISP, 773 ,1,0.1,1,0.1,0,0.0,0,0.0,771,99.7,0,0.0,0,0.0,0,0.0,0,0.0
610203,Enrico Tonti Elementary School,ISP," 1,048 ",12,1.1,16,1.5,0,0.0,3,0.3,1006,96.0,1,0.1,1,0.1,0,0.0,9,0.9
610541,Federico Garcia Lorca Elementary School,ISP, 830 ,43,5.2,8,1.0,0,0.0,1,0.1,774,93.3,2,0.2,1,0.1,1,0.1,0,0.0
610120,Ferdinand Peck Elementary School,ISP, 943 ,10,1.1,5,0.5,0,0.0,0,0.0,915,97.0,2,0.2,4,0.4,0,0.0,7,0.7
609939,Frank L Gillespie Elementary School,ISP, 494 ,2,0.4,480,97.2,0,0.0,0,0.0,11,2.2,1,0.2,0,0.0,0,0.0,0,0.0
609958,Frank W Gunsaulus Elementary Scholastic Academy,ISP, 810 ,7,0.9,22,2.7,0,0.0,3,0.4,753,93.0,6,0.7,18,2.2,1,0.1,0,0.0
609926,Franklin Elementary Fine Arts Center,ISP, 372 ,110,29.6,149,40.1,0,0.0,1,0.3,69,18.5,12,3.2,31,8.3,0,0.0,0,0.0
610062,George B McClellan Elementary School,ISP, 339 ,45,13.3,146,43.1,0,0.0,2,0.6,113,33.3,5,1.5,25,7.4,3,0.9,0,0.0
610040,Henry D Lloyd Elementary School,ISP," 1,097 ",11,1.0,25,2.3,0,0.0,2,0.2,1048,95.5,6,0.6,2,0.2,3,0.3,0,0.0
610390,Hyman G Rickover Naval Academy High School,ISP, 553 ,46,8.3,53,9.6,0,0.0,2,0.4,412,74.5,6,1.1,32,5.8,0,0.0,2,0.4
610217,James Ward Elementary School,ISP, 584 ,34,5.8,81,13.9,0,0.0,1,0.2,65,11.1,4,0.7,399,68.3,0,0.0,0,0.0
609772,Jane Addams Elementary School,ISP, 716 ,13,1.8,12,1.7,0,0.0,0,0.0,690,96.4,0,0.0,0,0.0,1,0.1,0,0.0
609789,John Barry Elementary School,ISP, 718 ,14,1.9,11,1.5,0,0.0,1,0.1,680,94.7,1,0.1,11,1.5,0,0.0,0,0.0
609829,John C Burroughs Elementary School,ISP, 476 ,10,2.1,8,1.7,0,0.0,0,0.0,451,94.7,2,0.4,3,0.6,1,0.2,1,0.2
610026,John H Kinzie Elementary School,ISP, 686 ,158,23.0,31,4.5,0,0.0,2,0.3,481,70.1,9,1.3,5,0.7,0,0.0,0,0.0
610242,Joseph Brennemann Elementary School,ISP, 443 ,12,2.7,289,65.2,0,0.0,3,0.7,101,22.8,17,3.8,20,4.5,1,0.2,0,0.0
610520,LaSalle II Magnet Elementary School,ISP, 590 ,173,29.3,130,22.0,0,0.0,1,0.2,235,39.8,32,5.4,16,2.7,3,0.5,0,0.0
610024,Lazaro Cardenas Elementary School,ISP, 555 ,1,0.2,26,4.7,0,0.0,1,0.2,524,94.4,3,0.5,0,0.0,0,0.0,0,0.0
610298,Lenart Elementary Regional Gifted Center,ISP, 284 ,39,13.7,170,59.9,0,0.0,1,0.4,15,5.3,12,4.2,46,16.2,1,0.4,0,0.0
609738,Lincoln Park High School,ISP," 2,101 ",591,28.1,450,21.4,0,0.0,8,0.4,730,34.7,67,3.2,246,11.7,2,0.1,7,0.3
609834,Little Village Elementary School,ISP, 786 ,1,0.1,4,0.5,0,0.0,1,0.1,780,99.2,0,0.0,0,0.0,0,0.0,0,0.0
609773,Louis A Agassiz Elementary School,ISP, 464 ,182,39.2,99,21.3,0,0.0,2,0.4,141,30.4,20,4.3,19,4.1,1,0.2,0,0.0
610117,Louis Pasteur Elementary School,ISP, 708 ,17,2.4,3,0.4,0,0.0,1,0.1,682,96.3,3,0.4,2,0.3,0,0.0,0,0.0
610197,Mancel Talcott Elementary School,ISP, 500 ,35,7.0,38,7.6,0,0.0,3,0.6,409,81.8,13,2.6,2,0.4,0,0.0,0,0.0
610544,Mariano Azuela Elementary School,ISP, 886 ,14,1.6,4,0.5,0,0.0,7,0.8,858,96.8,1,0.1,2,0.2,0,0.0,0,0.0
609780,Marine Leadership Academy at Ames,ISP, 864 ,4,0.5,39,4.5,0,0.0,1,0.1,816,94.4,2,0.2,2,0.2,0,0.0,0,0.0
610177,Mark Skinner Elementary School,ISP," 1,094 ",263,24.0,342,31.3,1,0.1,21,1.9,125,11.4,37,3.4,264,24.1,6,0.5,35,3.2
610312,Mary E McDowell Elementary School,ISP, 154 ,0,0.0,148,96.1,0,0.0,0,0.0,5,3.2,1,0.7,0,0.0,0,0.0,0,0.0
610082,Mount Greenwood Elementary School,ISP," 1,125 ",938,83.4,15,1.3,0,0.0,0,0.0,147,13.1,15,1.3,6,0.5,4,0.4,0,0.0
609692,Neal F Simeon Career Academy High School,ISP," 1,336 ",1,0.1,1320,98.8,0,0.0,1,0.1,12,0.9,2,0.2,0,0.0,0,0.0,0,0.0
610201,Ole A Thorp Elementary Scholastic Academy,ISP, 849 ,277,32.6,82,9.7,0,0.0,9,1.1,410,48.3,24,2.8,33,3.9,7,0.8,7,0.8
610386,Peace & Education Coalition HS,ISP, 103 ,1,1.0,28,27.2,0,0.0,0,0.0,74,71.8,0,0.0,0,0.0,0,0.0,0,0.0
609842,Rachel Carson Elementary School,ISP," 1,094 ",3,0.3,24,2.2,0,0.0,5,0.5,1062,97.1,0,0.0,0,0.0,0,0.0,0,0.0
609903,Richard Edwards Elementary School,ISP," 1,544 ",28,1.8,14,0.9,0,0.0,5,0.3,1464,94.8,4,0.3,14,0.9,2,0.1,13,0.8
610291,Richard Henry Lee Elementary School,ISP, 862 ,23,2.7,7,0.8,0,0.0,1,0.1,826,95.8,0,0.0,5,0.6,0,0.0,0,0.0
609695,Roald Amundsen High School,ISP," 1,226 ",151,12.3,145,11.8,0,0.0,3,0.2,728,59.4,26,2.1,165,13.5,8,0.7,0,0.0
609826,Rosario Castellanos Elementary School,ISP, 601 ,1,0.2,23,3.8,0,0.0,1,0.2,573,95.3,1,0.2,2,0.3,0,0.0,0,0.0
609990,South Loop Elementary School,ISP, 780 ,193,24.7,354,45.4,0,0.0,10,1.3,76,9.7,34,4.4,93,11.9,10,1.3,10,1.3
609745,Southside Occupational Academy High School,ISP, 269 ,13,4.8,182,67.7,0,0.0,0,0.0,74,27.5,0,0.0,0,0.0,0,0.0,0,0.0
610249,Talman Elementary School,ISP, 435 ,1,0.2,7,1.6,0,0.0,0,0.0,419,96.3,0,0.0,0,0.0,0,0.0,8,1.8
610504,Velma F Thomas Early Childhood Center,ISP, 163 ,16,9.8,2,1.2,0,0.0,0,0.0,135,82.8,2,1.2,4,2.5,0,0.0,4,2.5
609944,Virgil Grissom Elementary School,ISP, 353 ,59,16.7,17,4.8,0,0.0,0,0.0,259,73.4,3,0.9,0,0.0,0,0.0,15,4.2
610363,Walt Disney Magnet Elementary School,ISP," 1,564 ",305,19.5,670,42.8,0,0.0,7,0.4,350,22.4,69,4.4,160,10.2,3,0.2,0,0.0
610587,Walter Henri Dyett High School for the Arts,ISP, 328 ,1,0.3,321,97.9,0,0.0,0,0.0,5,1.5,1,0.3,0,0.0,0,0.0,0,0.0
609680,Walter Payton College Preparatory High School,ISP," 1,072 ",467,43.6,118,11.0,0,0.0,4,0.4,234,21.8,50,4.7,192,17.9,7,0.7,0,0.0
610179,Washington D Smyser Elementary School,ISP, 945 ,294,31.1,19,2.0,0,0.0,6,0.6,586,62.0,3,0.3,33,3.5,4,0.4,0,0.0
609755,Whitney M Young Magnet High School,ISP," 2,158 ",608,28.2,461,21.4,0,0.0,7,0.3,646,29.9,83,3.9,344,15.9,9,0.4,0,0.0
609678,William Jones College Preparatory High School,ISP," 1,865 ",670,35.9,259,13.9,1,0.1,6,0.3,527,28.3,71,3.8,243,13.0,14,0.8,74,4.0
400010,ACE Technical Charter School,Charter, 316 ,4,1.3,260,82.3,0,0.0,0,0.0,50,15.8,1,0.3,0,0.0,1,0.3,0,0.0
400172,ASPIRA Business and Finance,Charter, 487 ,9,1.8,12,2.5,0,0.0,2,0.4,453,93.0,5,1.0,4,0.8,0,0.0,2,0.4
400013,ASPIRA Charter School - Early College High School,Charter, 376 ,5,1.3,11,2.9,0,0.0,0,0.0,349,92.8,1,0.3,3,0.8,0,0.0,7,1.9
400017,ASPIRA Charter School - Haugan Middle School,Charter, 420 ,8,1.9,14,3.3,0,0.0,1,0.2,382,91.0,0,0.0,14,3.3,1,0.2,0,0.0
400009,Academy for Global Citizenship Charter School,Charter, 469 ,31,6.6,22,4.7,0,0.0,2,0.4,413,88.1,1,0.2,0,0.0,0,0.0,0,0.0
